첨부파일	Lab 일련번호	분류	도포 날짜	원단	점착제	경화제	첨가제	도포량	작업자	점착력	가열압착	내열성	내후성	내습성	야외폭로	가공/유지력	절곡	레이저컷팅	내충격성	비고
	2444	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 5%, CX100 1.5% 사선100)	2025-7-21 0:00:00	(WPO100)	913	(CX100/1.5%)	(TSR5903/5%)	(2)(#6)	정주현	(243,239)*(초/90/BA),(208,228)*(초/90/HL)	(>376)*(가/90/BA),(>319)*(가/90/HL)		(14일백탁)*(BA)			0	0	0	0	
	2445	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10%, CX100 1.5% 사선100)	2025-7-21 0:00:00	(WPO100)	913	(CX100/1.5%)	(TSR5903/10%)	(2)(#6)	정주현	(289,280)*(초/90/BA),(224,235)*(초/90/HL)	(>416)*(가/90/BA),(>398)*(가/90/HL)		(14일백탁)*(BA)			0	0	0	0	위 4가지 물성 모두 만족하는 사양 : 43,46,47,52
	2446	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 5%, CX100 1.5%, SV02 2% 사선100)	2025-7-21 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(TSR5903/5%)	(2)(#6)	정주현	(200,196)*(초/90/BA),(171,183)*(초/90/HL)	(>314)*(가/90/BA),(>318)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2447	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10%, CX100 1.5%, SV02 2% 사선100)	2025-7-21 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(232,249)*(초/90/BA),(169,189)*(초/90/HL)	(>392)*(가/90/BA),(>378)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2448	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 5%, CX100 1% 사선120)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1.0%)	(TSR5903/5%)	(2)(#4)	정주현	(142,130)*(초/90/BA),(55,54)*(초/90/HL)	(>267)*(가/90/BA),(>210)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2449	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 10%, CX100 1% 사선120)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1.0%)	(TSR5903/10%)	(2)(#4)	정주현	(168,157)*(초/90/BA),(99,71)*(초/90/HL)	(>282)*(가/90/BA),(>232)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2450	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 5%, CX100 1%, SV02 2% 사선120)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)(SV02/2.0%)	(TSR5903/5%)	(2)(#4)	정주현	(105,86)*(초/90/BA),(49,41)*(초/90/HL)	(>195)*(가/90/BA),(>162)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2451	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 10%, CX100 1%, SV02 2% 사선120)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)(SV02/2.0%)	(TSR5903/10%)	(2)(#4)	정주현	(117,110)*(초/90/BA),(67,64)*(초/90/HL)	(>206)*(가/90/BA),(>172)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2452	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 5%, CX100 1% 사선100)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)	(TSR5903/5%)	(2)(#6)	정주현	(164,165)*(초/90/BA),(140,97)*(초/90/HL)	(>282)*(가/90/BA),(>246)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2453	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 10%, CX100 1% 사선100)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)	(TSR5903/10%)	(2)(#6)	정주현	(194,143)*(초/90/BA),(121,158)*(초/90/HL)	(>317)*(가/90/BA),(>264)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	
	2454	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 5%, CX100 1%, SV02 2% 사선100)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)(SV02/2.0%)	(TSR5903/5%)	(2)(#6)	정주현	(126,145)*(초/90/BA),(96,115)*(초/90/HL)	(>197)*(가/90/BA),(>280)*(가/90/HL)		(14일백탁)*(BA)			0	0	0	0	(BA)702P>121 / 701B>124 / 911M>266 / 920B>390
	2455	건축내외장재용(WPVC,702P 대체) - (913+HDDA검토 - TSR5903 10%, CX100 1%, SV02 2% 사선100)	2025-7-21 0:00:00	(WPO100)	S250709A	(CX100/1%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(163,170)*(초/90/BA),(120,142)*(초/90/HL)	(>209)*(가/90/BA),(>249)*(가/90/HL)		(14일양호)*(BA)			0	0	0	0	(HL)702P>85 / 701B>106 / 911M>265 / 920B>390
	2456	건축내외장재용(LX 하우시스 창호용) 2232, WPO58(개선)	2025-7-21 0:00:00	(WPO58개선)	921	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/20%)	(1.2)(#12)	이민지	(583,577)*(초/90/BA)		(백탁/백탁)*(150도15분,80도3시간/BA)	(7일탈리)*(BA)			0	0	0	0	
	2457	가공용(476PH 대체) 920B	2025-7-21 0:00:00	(T75)	920	(CX100/0.5%)(SV02/2.0%)	(TSR5903/5%)(SA3/0.2%)	(2)(#8)	이민지	(147,170)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2458	가공용(476PH 대체) 920C	2025-7-21 0:00:00	(T75)	920	(CX100/0.8%)(SV02/2%)	(MTD1501L/10%)	(1.2)(#8)	이민지	(305,324)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2459	건축내외장재용(DCM 알루미늄 복합판넬용)920B	2025-7-21 0:00:00	(BW68-개선1차)	920	(CX100/0.5%)(SV02/2.0%)	(TSR5903/5%)(SA3/0.2%)	(2)(#8)	이민지	(126,135)*(초/90/BA)		(백탁)*(150도15분/BA)				0	0	0	0	
	2460	건축내외장재용(DCM 알루미늄 복합판넬용)920B/BW68-개선1차로 덮기	2025-7-21 0:00:00	(BW68-개선1차)/(BW68-개선1차)	920	(CX100/0.5%)(SV02/2.0%)	(TSR5903/5%)(SA3/0.2%)	(2)(#8)	이민지	(134,134,128,124)*(초/90/BA)		(백탁)*(150도15분/BA)				0	0	0	0	
	2461	건축내외장재용(DCM 알루미늄 복합판넬용)2436/BW68-개선1차로 덮기	2025-7-21 0:00:00	(BW68-개선1차)/(BW68-개선1차)	921	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/10%)	(4)(#8)	이민지	(175,159,162,168)*(초/90/BA)		(양호)*(150도15분/BA)	(7일양호)*(BA)			0	0	0	0	
	2462	건축내외장재용(DCM 알루미늄 복합판넬용)2438/BW68-개선1차로 덮기	2025-7-21 0:00:00	(BW68-개선1차)/(BW68-개선1차)	919	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#8)	이민지	(145,137,145,143)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2463	건축내외장재용(DCM 알루미늄 복합판넬용)2439/BW68-개선1차로 덮기	2025-7-21 0:00:00	(BW68-개선1차)/(BW68-개선1차)	919	(CX100/1%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#8)	이민지	(130,136,115,131)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2464	가공용(476PH 대체) 920B+TSR5903 17%	2025-7-22 0:00:00	(T75)	920	(CX100/0.5%)(SV02/2.0%)	(TSR5903/17%)(SA3/0.2%)	(2)(#8)	이민지	(220,245)*(초/90/BA)	(>425)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
	2465	가공용(476PH 대체) 2353+BA단독/2-HEMA 0%	2025-7-22 0:00:00	(T75)	S250721G	(CX100/1.75%)(SV02/2.0%)	(MTD1501L/17%)	(2)(#8)	이민지	(225,245)*(초/90/BA)	(>375)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
	2466	가공용(476PH 대체) 2353+BA:2-EHA=7:3/2-HEMA 0%	2025-7-22 0:00:00	(T75)	S250721H	(CX100/1.75%)(SV02/2.0%)	(MTD1501L/17%)	(2)(#8)	이민지	(240,235)*(초/90/BA)	(>335)*(가/90/BA)	(양호)*(150도15분/BA)	(7일양호)*(BA)			0	0	0	0	
	2467	건축내외장재용(DCM 알루미늄 복합판넬용)2461+MTD1501L 5%	2025-7-22 0:00:00	(BW68-개선1차)/(BW68-개선1차)	921	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/5%)	(4)(#8)	이민지	(135,150,145,155,140,135)*(초/90/BA)		(양호,양호,양호)*(150도15분/BA)	(7일양호)*(BA)			0	0	0	0	
	2468	건축내외장재용(DCM 알루미늄 복합판넬용)2461+CX100 1.0%	2025-7-22 0:00:00	(BW68-개선1차)/(BW68-개선1차)	921	(CX100/1%)(SV02/2.0%)	(MTD1501L/5%)	(4)(#8)	이민지	(125,115)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2469	건축내외장재용(DCM 알루미늄 복합판넬용)2461+MTD1501L 15%	2025-7-22 0:00:00	(BW68-개선1차)/(BW68-개선1차)	921	(CX100/1%)(SV02/2.0%)	(MTD1501L/15%)	(4)(#8)	이민지	(195,175)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2470	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10% CX100 2% 사선120	2025-7-22 0:00:00	(WPO100)	913	(CX100/2%)	(TSR5903/10%)	(2)(#4)	정주현	(188,215)*(초/90/BA),(144)*(초/90/HL)	(>274)*(가/90/BA),(>296)*(가/90/HL)					0	0	0	0	
	2471	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10% CX100 3% 사선100	2025-7-22 0:00:00	(WPO100)	913	(CX100/3%)	(TSR5903/10%)	(2)(#6)	정주현	(219,219)*(초/90/BA),(209)*(초/90/HL)	(>310)*(가/90/BA),(>366)*(가/90/HL)					0	0	0	0	
	2472	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10% CX100 2% SV02 2% 사선100	2025-7-22 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(156,193)*(초/90/BA),(177)*(초/90/HL)	(>288)*(가/90/BA),(>308)*(가/90/HL)					0	0	0	0	
	2473	약점용(SGE-403,SGO-103A대체/MMA40%+AA5%+저고형분)2341+SA3 배제	2025-7-23 0:00:00	(T45)	S250710G	(CX100/7.5%)(SV02/2%)	(TSR5903/5%)	(10)(#3)	박다영	(14,11,10,10)*(초/90/BA)	(>35,42)*(가/90/BA)					0	0	0	0	
	2474	약점용(SGE-403,SGO-103A대체/MMA40%+AA5%+저고형분)2341+TSR5903 배제	2025-7-23 0:00:00	(T45)	S250710G	(CX100/7.5%)(SV02/2%)	(SA3/0.3%)	(10)(#3)	박다영	(10,11)*(초/90/BA)	(>14)*(가/90/BA)					0	0	0	0	
	2475	건축내외장재용(WPVC,702P 대체) 920B#120 ref.	2025-7-23 0:00:00	(WPO100/WPO100)	920	(CX100/1%)	(TSR5903/5%)	(2.7)(#8)	박다영	(190,185)*(초/90/BA)	(>225)*(가:60도1일/90/BA)					0	0	0	0	
	2476	건축내외장재용(WPVC,702P 대체) 913D#120 적용 검토	2025-7-23 0:00:00	(WPO100/WPO100)	913	(CX100/1%)	(TSR5903/5%)	(2.7)(#8)	박다영	(205,200)*(초/90/BA)	(>215)*(가:60도1일/90/BA)					0	0	0	0	
	2477	건축내외장재용(WPVC,702P 대체) 913D#100 적용 검토	2025-7-23 0:00:00	(WPO100/WPO100)	913	(CX100/1%)	(TSR5903/5%)	(2.7)(#10)	박다영	(225,250)*(초/90/BA)	(>260)*(가:60도1일/90/BA)					0	0	0	0	
	2478	가공용(476PH 대체) 2466+MTD1501L 20%	2025-7-23 0:00:00	(T75)	S250721H	(CX100/1.75%)(SV02/2.0%)	(MTD1501L/20%)	(2)(#8)	이민지	(275,255,245,235)*(초/90/BA)	(>395,350)*(가/90/BA)	(양호,양호)*(150도15분/BA)	(1일백탁,7일양호)*(BA)			0	0	0	0	
	2479	가공용(476PH 대체) 2466+MTD1501L 25%	2025-7-23 0:00:00	(T75)	S250721H	(CX100/1.75%)(SV02/2.0%)	(MTD1501L/25%)	(2)(#8)	이민지	(320,290)*(초/90/BA)	(>385)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
	2480	가공용(476PH 대체) 2466+MTD1501L 25%+CX100 2.0%	2025-7-23 0:00:00	(T75)	S250721H	(CX100/2.0%)(SV02/2.0%)	(MTD1501L/25%)	(2)(#8)	이민지	(290,305)*(초/90/BA)	(>390)*(가/90/BA)	(양호)*(150도15분/BA)				0	0	0	0	
	2481	건축내외장재용(DCM 알루미늄 복합판넬용) 2467+913점착제 검토 (2배)	2025-7-23 0:00:00	(BW68-개선1차)/(BW68-개선1차)	913	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/5%)	(2)(#8)	이민지	(195,190)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2482	건축내외장재용(DCM 알루미늄 복합판넬용) 2467+913점착제 검토 (4배)	2025-7-23 0:00:00	(BW68-개선1차)/(BW68-개선1차)	913	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/5%)	(4)(#8)	이민지	(150,150)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2483	건축내외장재용(DCM 알루미늄 복합판넬용) 2467+BA:2-EHA=7:3/2-HEMA 0% 점착제 검토 (2배)	2025-7-23 0:00:00	(BW68-개선1차)/(BW68-개선1차)	S250721H	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/5%)	(2)(#8)	이민지	(175,155)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2484	건축내외장재용(DCM 알루미늄 복합판넬용) 2467+BA:2-EHA=7:3/2-HEMA 0% 점착제 검토 (4배)	2025-7-23 0:00:00	(BW68-개선1차)/(BW68-개선1차)	S250721H	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/5%)	(4)(#8)	이민지	(130,130)*(초/90/BA)		(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2485	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10% CX100 1.5% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(225,215)*(초/90/BA),(185)*(초/90/HL)	(>330)*(가/90/BA)(>354)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	유지력 양호(702P,701B수준) : 85,86,89,90
	2486	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#6)	정주현	(227,259)*(초/90/BA),(195)*(초/90/HL)	(>321)*(가/90/BA)(>310)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	내충격 양호(702P,701B,920B보다 양호) : 85~93
	2487	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.75% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/1.75%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#6)	정주현	(222,242)*(초/90/BA),(170)*(초/90/HL)	(>289)*(가/90/BA)(>260)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	BA부착성(920B보다 양호) : 85,86,87,88,89,90,91,93
	2488	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 2% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#6)	정주현	(200,211)*(초/90/BA),(150)*(초/90/HL)	(>255)*(가/90/BA)(>216)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	HL부착성(920B보다 양호) : 85,86,87,88,89,90,91
	2489	건축내외장재용(WPVC,702P 대체) - (913검토 - TSR5903 10% CX100 1.5% SV02 2% SA3 0.2 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(TSR5903/10%)(SA3/0.2%)	(2)(#6)	정주현	(165,164)*(초/90/BA),(125)*(초/90/HL)	(>282)*(가/90/BA)(>236)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2490	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% SA3 0.2 사선100	2025-7-23 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(MTD1501L/10%)(SA3/0.2%)	(2)(#6)	정주현	(173,177)*(초/90/BA),(127)*(초/90/HL)	(>244)*(가/90/BA)(>256)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2491	건축내외장재용(WPVC,702P 대체) - (0722F검토 - TSR5903 10% CX100 1% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	S250722F	(CX100/1%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(215,214)*(초/90/BA),(210)*(초/90/HL)	(>288)*(가/90/BA)(>240)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2492	건축내외장재용(WPVC,702P 대체) - (0722G검토 - TSR5903 10% CX100 1% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	S250722G	(CX100/1%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(202,222)*(초/90/BA),(227)*(초/90/HL)	(>308)*(가/90/BA)(>302)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2493	건축내외장재용(WPVC,702P 대체) - (0722H검토 - TSR5903 10% CX100 1% SV02 2% 사선100	2025-7-23 0:00:00	(WPO100)	S250722H	(CX100/1%)(SV02/2.0%)	(TSR5903/10%)	(2)(#6)	정주현	(170,164)*(초/90/BA),(160)*(초/90/HL)	(>240)*(가/90/BA)(>222)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2494	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% 사선120 - 재현성	2025-7-24 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#4)	정주현	(227,286,237)*(초/90/BA),(158)*(초/90/HL)	(>273)*(가/90/BA)(>240)*(가/90/HL)		(13일오염)*(BA)			0	0	0	0	
	2495	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% 사선100 - 재현성	2025-7-24 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#6)	정주현	(235)*(초/90/BA),(170)*(초/90/HL)	(>320)*(가/90/BA)(>260)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	
	2496	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 1.5% SV02 2% SA3 0.2% 사선100 - 재현성	2025-7-24 0:00:00	(WPO100)	913	(CX100/1.5%)(SV02/2.0%)	(MTD1501L/10%)(SA3/0.2%)	(2)(#6)	정주현	(170,210)*(초/90/BA),(135)*(초/90/HL)	(>298)*(가/90/BA)(>250)*(가/90/HL)		(13일백탁)*(BA)			0	0	0	0	
	2497	건축내외장재용(WPVC,702P 대체) - (913검토 - MTD 10% CX100 2% SV02 2% 사선100 - 재현성	2025-7-24 0:00:00	(WPO100)	913	(CX100/2%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#6)	정주현	(200,228)*(초/90/BA),(160)*(초/90/HL)	(>270)*(가/90/BA)(>244)*(가/90/HL)		(13일양호)*(BA)			0	0	0	0	
	2498	건축내외장재용(WPVC,702P 대체) - (920B 재현성 검토"2162")	2025-7-24 0:00:00	(WPO100)	920	(CX100/0.5%)(SV02/2.0%)	(TSR5903/5%)(SA3/0.2%)	(2)(#4)	정주현	(172,118)*(초/90/BA)			(13일양호)*(BA)			0	0	0	0	
	2499	건축내외장재용(945BF/4233 대체/913D)소장님 추천 배합	2025-7-24 0:00:00	(BW68/BW68)	913	(CX100/1.5%)(SV02/2%)	(TSR5903/5%)	(2)(#10)	박다영	(195,165,190)*(초/90/BA)	(>280)*(가/90/BA)					0	0	0	0	
	2500	건축내외장재용(945BF/4233 대체/913D)2499+TSR5903/10%	2025-7-24 0:00:00	(BW68/BW68)	913	(CX100/1.5%)(SV02/2%)	(TSR5903/10%)	(2)(#10)	박다영	(235,240,235)*(초/90/BA)	(>330)*(가/90/BA)					0	0	0	0	
	2502	기초실험(수성이형제/추천배합) 920A + Peel Oil	2025-7-24 0:00:00	(G75_200:1)	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(325,340,315,355,335,315,350,385,400,410)*(초/90/BA)+(25,20,20,15,20)*(박리력/180)	(>550,탈리)*(가/90/BA)					0	0	0	0	
	2503	기초실험(수성이형제/추천배합) 920A + Z-2004(30) + Z-730(70) + V-02-L2(12) _ 80도1시간	2025-7-24 0:00:00	(G75_Z-2004(30)+Z-730(70)+V-02-L2(12))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(305,330,310,310)*(초/90/BA)+(60,80)*(박리력/180)	(>620_백탁)*(가/90/BA)					0	0	0	0	
	2506	건축내외장재용(DCM 알루미늄 복합판넬용) 2505+CX100 1.0%	2025-7-24 0:00:00	(BW68/BW68)	913	(CX100/1.0%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#8)	이민지	(270,355,250,235)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2508	건축내외장재용(DCM 알루미늄 복합판넬용) 2507+CX100 1.0%	2025-7-24 0:00:00	(BW68/BW68)	921	(CX100/1.0%)(SV02/2.0%)	(MTD1501L/5%)	(2.7)(#8)	이민지	(165,165,180,165)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2509	약점용(SGE-403,SGO-103A대체/MMA40%+저고형분)2473+AA3%+0.76당량	2025-7-25 0:00:00	(T45)	S250724B	(CX100/4.5%)(SV02/1.2%)	(TSR5903/5%)	(10)(#3)	박다영	(15,21)*(초/90/BA)	(>96)*(가/90/BA)					0	0	0	0	
	2511	약점용(SGE-403,SGO-103A대체/MMA40%+저고형분)2473+AA3%	2025-7-25 0:00:00	(T45)	S250724B	(CX100/7.5%)(SV02/2%)	(TSR5903/5%)	(10)(#3)	박다영	(13,14)*(초/90/BA)	(>95)*(가/90/BA)					0	0	0	0	
	2536	건축내외장재용(DCM 알루미늄 복합판넬용) 2533+MTD1501L 10%	2025-7-28 0:00:00	(BW68/BW68)	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(2)(#8)	이민지	(215,225)*(초/90/BA)		(그림자)*(150도15분/BA)				0	0	0	0	
	2538	가공용(476PH 대체) 2516+SV02 3.0%	2025-7-28 0:00:00	(T75)	250724G	(CX100/1.75%)(SV02/3.0%)	(MTD1501L/20%)	(2)(#8)	이민지	(260,270)*(초/90/BA)	(>305)*(가/90/BA)	(스탑마킹)*(150도15분/BA)				0	0	0	0	
25-07-30_2544-2546,2548,2549_가열압착(BA)_탈리 및 백탁.pdf	2549	기초실험(수성이형제/추천배합) 2547 + Z-2004(0):Z-730(100)	2025-7-29 0:00:00	(G75_Z-730(100)+SV-02(30))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(360,315)*(초/90/BA)+(300)*(박리력/180)	(>탈리)*(가/90/BA)					0	0	0	0	
	2542	가공용(918F/SGO-133C,423TM 대체)918C+SA3/0.2%	2025-7-29 0:00:00	(T45/T45)	918	(CX100/1.75%)(SV02/2%)	(TSR5903/17%)(SA3/0.2%)	(2)(#8)	박다영	(190,205)*(초/90/BA)	(>290)*(가/90/BA)					0	0	0	0	
	2550	건축내외장재용(DCM 알루미늄 복합판넬용) 2534+사선100mesh	2025-7-29 0:00:00	(BW68/BW68)	921	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#10)	이민지	(255,255)*(초/90/BA)		(양호)*(150도15분/BA)				0	0	0	0	
	2548	기초실험(수성이형제/추천배합) 2547 + Z-2004(100):Z-730(0)	2025-7-29 0:00:00	(G75_Z-2004(100)+SV-02(30))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(270,210)*(초/90/BA)+(65)*(박리력/180)	(>탈리)*(가/90/BA)					0	0	0	0	
	2547	기초실험(수성이형제/추천배합) 2545 + SV-02(30)	2025-7-29 0:00:00	(G75_Z-2004(30)+Z-730(70)+SV-02(30))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(200,270,365,400)*(초/90/BA)+(140,180)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2546	기초실험(수성이형제/추천배합) 2545 + SV-02(21)	2025-7-29 0:00:00	(G75_Z-2004(30)+Z-730(70)+SV-02(21))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(270,320,305,355)*(초/90/BA)+(120)*(박리력/180)	(>양호)*(가/90/BA)					0	0	0	0	
	2531	기초실험(수성이형제/추천배합) 2503 - MTD + Z-730 > ZAIKTHENE-A _ 80도1시간	2025-7-28 0:00:00	(G75_Z-2004(30)+ZAIKTHENE-A(70)+V-02-L2(12)+물(112))	920	(CX100/0.4%)(SV02/3%)		(1.2)(#12)	진호철							0	0	0	0	겔레이션 도포 불가
	2534	건축내외장재용(DCM 알루미늄 복합판넬용) 2532+MTD1501L 10%	2025-7-28 0:00:00	(BW68/BW68)	921	(CX100/0.5%)(SV02/2.0%)	(MTD1501L/10%)	(2)(#8)	이민지	(230,240)*(초/90/BA)		(그림자)*(150도15분/BA)				0	0	0	0	
	2535	건축내외장재용(DCM 알루미늄 복합판넬용) 920A+2배합	2025-7-28 0:00:00	(BW68/BW68)	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/5%)	(2)(#8)	이민지	(150,145)*(초/90/BA)		(그림자)*(150도15분/BA)				0	0	0	0	
	2537	가공용(476PH 대체) 2516+SV02 1.0%	2025-7-28 0:00:00	(T75)	250724G	(CX100/1.75%)(SV02/1.0%)	(MTD1501L/20%)	(2)(#8)	이민지	(320,320)*(초/90/BA)	(>384)*(가/90/BA)	(스탑마킹)*(150도15분/BA)				0	0	0	0	
	2545	기초실험(수성이형제/추천배합) 2544 + V-02-L2 > SV-02	2025-7-29 0:00:00	(G75_Z-2004(30)+Z-730(70)+SV-02(12))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철,노항우	(330,330,300,325,350,370)*(초/90/BA)+(90,95,95,105)*(박리력/180)	(>백탁)*(가/90/BA)					0	0	0	0	
25-07-30_2544-2546,2548,2549_가열압착(BA)_탈리 및 백탁.pdf	2544	기초실험(수성이형제/추천배합) 2503 _ 배합직후	2025-7-29 0:00:00	(G75_Z-2004(30)+Z-730(70)+V-02-L2(12))	920	(CX100/0.4%)(SV02/3%)	(MTD1501L/10%)	(1.2)(#12)	진호철	(330,270)*(초/90/BA)+(95)*(박리력/180)	(>탈리)*(가/90/BA)					0	0	0	0	
